,LOCATION,Measure,Period,Value
1069,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,37813.0
1070,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,40515.0
1071,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,43403.9
1072,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,47971.1
1073,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,53297.6
1074,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,56911.8
1075,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,56779.6
1076,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,60553.2
1077,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,64567.8
1078,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,69073.8
1079,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,73210.1
1080,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,79269.1
1081,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,85240.1
1082,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,93454.9
1083,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,100716.9
1084,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,106583.3
1085,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,113627.2
1086,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,112745.3
1087,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,29556.7
1088,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,32750.9
1089,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,36085.8
1090,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,41213.7
1091,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,44004.6
1092,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,48211.6
1093,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,53900.6
1094,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,61700.3
1095,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,66270.7
1096,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,57301.6
1097,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,62245.3
1098,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,69297.8
1099,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,73809.0
1100,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,79034.2
1101,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,82647.3
1102,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,83761.5
1103,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,88700.5
1104,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,95492.3
1105,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,101909.5
1106,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,107688.1
1107,LTU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,108666.6
1108,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,52468.8
1109,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,55735.5
1110,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,61023.4
1111,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,65444.8
1112,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,71006.7
1113,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,78822.1
1114,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,86713.0
1115,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,96666.1
1116,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,107411.7
1117,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,105571.0
1118,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,110612.4
1119,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,115715.0
1120,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,119289.5
1121,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,120943.0
1122,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,127263.5
1123,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,132016.4
1124,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,143086.8
1125,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,151920.6
1126,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,161688.3
1127,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,170888.6
1128,BGR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,170329.0
1129,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,131249.2
1130,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,144271.2
1131,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,155641.0
1132,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,163101.3
1133,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,192858.1
1134,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,204714.6
1135,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,244927.4
1136,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,286098.9
1137,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,344672.8
1138,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,338749.8
1139,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,343716.9
1140,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,360566.7
1141,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,378486.2
1142,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,395317.9
1143,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,411273.4
1144,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,428130.8
1145,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,478203.7
1146,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,531676.3
1147,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,571409.8
1148,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,617320.4
1149,ROU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,618155.0
